goat_id,examination_date,diagnosis,medication,dosage,treatment_cost,veterinarian,notes
GT7695,2025-04-02,Scabies,Antibiotics,5 ml,234,Edwin Herrera,Security laugh easy near school. Before if consumer center situation hospital.
GT7696,2025-03-16,Pneumonia,Sulfur,3 ml,167,Brent Griffith,Region herself determine rise. Worry she need.
GT7697,2025-05-26,Mastitis,Ivermectin,5 ml,39,Henry Andrews,Price find with economy treat pick foreign. Under may simply your.
GT7698,2025-03-28,Pneumonia,Antibiotics,5 ml,28,Daniel Cook,Discuss eye realize individual. Compare hard least move.
GT7699,2025-06-02,Pneumonia,Antibiotics,3 ml,132,Michael Anderson,Campaign instead carry writer claim heart truth keep. Final heart commercial already.
GT7700,2025-05-14,Pneumonia,Ivermectin,2 ml,63,Dr. Renee Aguilar,Her work old watch company sense music. Fast until story dream everybody but soon.
GT7701,2025-04-01,Pneumonia,Ivermectin,2 ml,31,Philip Shelton,Chance us reason reveal. Live must not arm.
GT7702,2025-02-19,Diarrhea,Ivermectin,2 ml,36,Anthony Vargas,Operation let gun hope either lead large. Office moment game wind.
GT7703,2025-01-04,Pink Eye,Iodine,3 ml,189,Christopher Edwards,Practice take player. Here thing executive. Republican education five over image.
GT7704,2025-01-09,Pneumonia,Antibiotics,2 ml,247,Michael Whitaker,Half I build board unit business model. Very participant page hope sister matter.
GT7705,2025-03-14,Mastitis,Vitamins,5 ml,178,Olivia Ford,Ago expect most I civil. Main room material glass. Instead southern seat second popular produce.
GT7706,2025-03-17,Pink Eye,Antibiotics,4 ml,189,James Gilbert,"Certain present evening page security young.
Despite coach customer front brother."
GT7707,2025-03-21,Diarrhea,Antibiotics,5 ml,175,Ellen Crawford,Week hair size development. Cold store wonder.
GT7708,2025-03-16,Pneumonia,Sulfur,1 ml,157,Sheri Sanchez,Future explain tough need bar group. School performance then feeling will tough across.
GT7710,2025-06-01,Pink Eye,Sulfur,2 ml,207,Andrea Dunn,Might site himself main because. Think not early become during represent put majority.
GT7711,2025-02-27,Mastitis,Sulfur,3 ml,99,Micheal Howard,Performance maybe poor when dream dream. Direction room participant finally accept leave study.
GT7712,2025-04-22,Diarrhea,Sulfur,3 ml,130,Lisa Hamilton,Board difference affect wind address. Tough land south police believe nor per.
GT7713,2025-05-11,Mastitis,Ivermectin,1 ml,195,Andrew Khan,Personal news before edge. Front reach half condition I reason between. Many safe direction.
GT7714,2025-02-03,Parasites,Ivermectin,5 ml,93,Calvin Torres,Red ever seat assume fact perhaps card.
GT7715,2025-05-21,Scabies,Iodine,5 ml,38,Rebecca King,Example society leg citizen. Cause education window.
GT7716,2025-04-28,Parasites,Sulfur,2 ml,115,Sarah Kirk,Budget teach language force. Sport meeting job majority.
GT7717,2025-05-14,Pink Eye,Sulfur,3 ml,51,Charles Lowe,Detail yes staff admit occur source simply. Address success road technology rule.
GT7718,2025-03-10,Pneumonia,Sulfur,1 ml,38,Timothy Davis,Just its save foot hospital. Most subject sign imagine.
GT7719,2025-01-07,Scabies,Vitamins,2 ml,29,Jim Hammond,Future really born. Happen material camera think support dinner. Good baby left even none decide.
GT7720,2025-04-08,Parasites,Iodine,3 ml,240,Mike Bell,War great week election. Field bank water test.
GT7722,2025-05-22,Mastitis,Iodine,3 ml,35,Thomas Walters,Final while play threat far. Shake class cold up.
GT7723,2025-04-21,Scabies,Vitamins,3 ml,183,Pamela Austin,Level reflect happy place visit. Change scientist energy up.
GT7726,2025-01-11,Pink Eye,Ivermectin,5 ml,118,William Wright,Sing rule shoulder enter.
GT7729,2025-03-12,Mastitis,Vitamins,1 ml,54,Dawn Smith,Its trouble option beautiful arrive.
GT7730,2025-01-28,Diarrhea,Sulfur,3 ml,182,Susan Estrada,Around every their. Congress condition thought with information discuss.
GT7731,2025-03-14,Pneumonia,Ivermectin,2 ml,105,Gina Douglas,Dark believe growth firm step learn particularly. Well house put finally help blue finally fish.
GT7734,2025-04-26,Pneumonia,Vitamins,5 ml,202,Steven Horn MD,Kitchen drug beyond. Away save up. Economy everyone law such ground.
GT7735,2025-01-26,Scabies,Vitamins,2 ml,209,Christine Perry,Check clear happy effect teach affect. Production own subject fear.
GT7736,2025-04-26,Parasites,Vitamins,5 ml,213,Julie Caldwell,Become this eat everything cell interest. Nation technology believe police garden.
GT7737,2025-03-04,Mastitis,Ivermectin,2 ml,108,Jimmy Young,Bank one fact why black her arm. Establish national need buy leader beyond exist behind.
GT7738,2025-01-11,Pneumonia,Ivermectin,2 ml,247,Juan Walker,At man project window page. Wear town the shoulder. Foreign season lead action across within.
GT7739,2025-01-06,Mastitis,Sulfur,3 ml,26,Jennifer Russell,Door million special fast. Conference tough fall.
GT7740,2025-05-26,Parasites,Iodine,5 ml,209,Scott Shelton,Drop north describe price foreign. Simple force economy watch far thing.
GT7741,2025-03-16,Scabies,Iodine,4 ml,114,Victoria Crosby,Remember eight range system. Present onto officer floor two. Man sure join doctor stock data.
GT7742,2025-02-04,Pneumonia,Iodine,5 ml,185,Jessica Ramos,City international group. Physical suggest I protect.
GT7743,2025-02-15,Diarrhea,Iodine,1 ml,125,Lindsey Benitez,City first service interesting along. Mrs allow suddenly pattern today.
GT7744,2025-04-11,Mastitis,Sulfur,4 ml,222,Joshua Williams,House race security fire same until. Defense ask economic. Land land plan specific major.
GT7745,2025-02-27,Pneumonia,Antibiotics,1 ml,133,Michael Lopez,East attention we. Beautiful set actually business.
GT7747,2025-05-27,Diarrhea,Antibiotics,5 ml,149,Lucas Peterson,Head stock off down. Expert alone many lose.
GT7748,2025-06-01,Pneumonia,Ivermectin,2 ml,147,Dr. Joseph Robinson MD,Both attention against. Set much ok by time discover idea couple.
GT7750,2025-04-06,Pink Eye,Sulfur,2 ml,245,Norma Small,Reason evening consider issue eat. Example especially consumer appear test piece.
GT7752,2025-03-28,Diarrhea,Antibiotics,1 ml,165,Michael Le,Letter statement huge college ago since party. Entire city effort design. Four dog child.
GT7753,2025-05-10,Pneumonia,Iodine,1 ml,139,William Smith,More sound buy natural address compare end. Prepare official hospital vote fund draw oil.
GT7755,2025-02-10,Diarrhea,Vitamins,3 ml,106,Christopher Estes,Middle special artist carry partner manager what. Stock address seem seat something.
GT7756,2025-01-31,Pink Eye,Vitamins,5 ml,213,Rhonda Mclean,Worry simple movie power. Message suggest term unit especially.
GT7758,2025-01-26,Pink Eye,Ivermectin,1 ml,132,John Webb,Instead unit low focus buy. Natural explain authority money decision.
GT7759,2025-02-17,Diarrhea,Ivermectin,4 ml,86,Erik Smith,City life point allow. Way here glass have car piece.
GT7760,2025-01-26,Mastitis,Vitamins,4 ml,99,John Sutton,Phone word hair individual.
GT7762,2025-04-04,Scabies,Antibiotics,1 ml,173,Diana Mathis,Science manager medical up could. Remember develop cold entire allow.
GT7763,2025-03-20,Pink Eye,Ivermectin,3 ml,75,Leslie Henderson,Easy institution space every. Actually reality seem garden. Five Mrs court.
GT7764,2025-01-10,Parasites,Vitamins,1 ml,197,Luis Meyer,"Very course low trouble mother improve beat heart. Eat politics along.
Read voice more effect."
GT7765,2025-01-31,Pink Eye,Sulfur,1 ml,148,Maria Bell,Fire rise remember would move or more. Direction like forget someone represent poor.
GT7766,2025-02-01,Parasites,Ivermectin,2 ml,188,Caroline Hernandez,Live high give. Magazine baby condition. Team form hand against.
GT7769,2025-02-19,Parasites,Antibiotics,2 ml,97,Christopher Becker,Movement each outside prevent add young carry. Alone this number left such.
GT7770,2025-02-10,Pink Eye,Antibiotics,3 ml,35,Tiffany Collins,Trip door step give.
GT7772,2025-04-30,Pink Eye,Sulfur,1 ml,165,Antonio Johnson,Debate job specific.
GT7773,2025-04-11,Scabies,Ivermectin,2 ml,242,John Lang,So manager purpose memory phone personal smile. Little rather thought.
GT7774,2025-05-29,Pink Eye,Sulfur,2 ml,165,Danny Caldwell,Event success quickly each suffer generation. Right experience same talk soldier state east.
GT7776,2025-05-21,Pink Eye,Iodine,1 ml,242,Jennifer Mcmillan,As present media able. Traditional these wonder simple glass energy.
GT7778,2025-05-02,Pink Eye,Iodine,5 ml,179,Kristin Weber,Civil drive ground student past. Strategy inside travel TV couple born clear short.
GT7779,2025-02-26,Scabies,Antibiotics,5 ml,90,Sheila Rodriguez,College method free often tonight. Style statement administration natural.
GT7782,2025-01-30,Parasites,Ivermectin,4 ml,156,Donald Wong,Direction yeah seven rate church kitchen. Wait company response address him ask.
GT7783,2025-03-01,Scabies,Sulfur,5 ml,78,Tina Johnson,Phone response service reveal television red his. Executive find gun medical.
GT7784,2025-03-12,Parasites,Antibiotics,2 ml,228,Sean Drake,Heavy seat surface international talk. Answer successful art language.
GT7785,2025-02-28,Pneumonia,Ivermectin,5 ml,228,Katie Barker DDS,Bar level talk budget. Local me between add computer. Girl newspaper born.
GT7786,2025-03-27,Parasites,Ivermectin,1 ml,199,Robin Brown,Sense become fear skill field evening. Because our brother score design. Member ask worry.
GT7787,2025-01-07,Scabies,Antibiotics,3 ml,175,David Burton,Test throw interesting stand what writer smile. Air fast most. Social phone officer mind.
GT7788,2025-05-14,Mastitis,Ivermectin,4 ml,82,Stephen Martin,Treat public form in. Make low resource detail drive. Team fill either artist that.
GT7789,2025-03-16,Scabies,Vitamins,3 ml,79,Peggy Page,Yes sing hear agreement manager coach. Far against special present court.
GT7790,2025-02-28,Mastitis,Vitamins,2 ml,188,Darrell Burgess,Stock television increase general six. First agree at small commercial series college.
GT7791,2025-04-05,Parasites,Ivermectin,3 ml,119,Cindy Dixon DDS,Price remember debate lot physical. Thus safe admit nature hand yes. Have probably political best.
GT7792,2025-04-29,Pink Eye,Iodine,1 ml,43,Ashley Miller,Region others current. Focus particular travel spend. Team hot can.
GT7793,2025-01-06,Pink Eye,Iodine,2 ml,56,Maria Perez MD,Contain style someone case. Lead role pay.
GT7794,2025-04-29,Parasites,Antibiotics,1 ml,216,Darren Sanchez,Inside one week general.
GT7795,2025-04-08,Mastitis,Vitamins,2 ml,224,Brian Knight,Sound table population. Professional new drug soon. Soldier certain place east pattern rich mouth.
GT7797,2025-04-28,Diarrhea,Ivermectin,2 ml,89,Mark Hill,Value lot let something. Open fire enjoy civil space bed woman.
GT7798,2025-01-31,Pneumonia,Ivermectin,5 ml,188,Eric Miller,"Story green value.
Action ten like local. Their try safe late artist between hotel plant."
GT7800,2025-04-21,Pneumonia,Vitamins,1 ml,206,Joshua Davis,Choice him turn clearly challenge. Step kid onto deep.
GT7801,2025-05-12,Pneumonia,Antibiotics,5 ml,205,Anthony Ferguson,Gun past yeah red mission. Guess area add former side capital.
GT7803,2025-04-03,Parasites,Sulfur,3 ml,116,Richard Trevino,Sea focus suggest always author become travel. Minute sell little alone modern adult field.
GT7804,2025-04-12,Pneumonia,Ivermectin,3 ml,220,Teresa Gross,Try radio him.
GT7805,2025-03-31,Mastitis,Vitamins,3 ml,167,Christopher Avila,Public organization one check. Possible material management accept.
GT7806,2025-03-21,Diarrhea,Vitamins,3 ml,105,Alexandria Miller,Process throughout anyone once speak. Never simple difficult TV people including defense.
GT7808,2025-05-01,Scabies,Sulfur,3 ml,125,Robert Gentry,Base power young meeting. There sister necessary. Us write produce although reduce.
GT7809,2025-01-11,Pneumonia,Ivermectin,4 ml,67,Susan Cook,Student join table record race sound particular. Trade rest else book report yes street.
GT7810,2025-03-31,Mastitis,Antibiotics,1 ml,232,Jamie Green,Information issue tonight quite.
GT7812,2025-01-15,Mastitis,Antibiotics,3 ml,52,Evan Duran,Nice end commercial nation rule two. Think one similar section.
GT7813,2025-05-18,Pink Eye,Ivermectin,4 ml,63,Mrs. Wendy Mcknight,Mention per contain what four production research where.
GT7814,2025-04-08,Pink Eye,Iodine,3 ml,95,Kimberly Dorsey MD,"Indeed public add parent. Improve subject say.
Today stage small behind necessary garden within."
GT7817,2025-03-06,Pink Eye,Antibiotics,3 ml,245,Travis Rich DDS,Interesting oil task peace. Sing fast board ability. Know become energy sort.
GT7819,2025-05-09,Diarrhea,Vitamins,2 ml,203,Travis Smith,Glass light treatment spring. Easy evidence word. Us loss race particular.
GT7820,2025-01-09,Parasites,Vitamins,5 ml,221,Holly Martinez,Color goal defense second about bill list. Term conference challenge without exactly much.
GT7821,2025-04-08,Parasites,Iodine,1 ml,37,Samuel Watkins,Need writer argue senior boy however.
GT7823,2025-02-08,Scabies,Sulfur,2 ml,84,Grant Brown,Money toward sport herself model education. Shake week some fish region. High really store when.
GT7824,2025-04-27,Mastitis,Antibiotics,2 ml,61,Melinda Cole,School return theory speech across character. Air various air occur most American.
GT7825,2025-03-13,Pink Eye,Sulfur,1 ml,176,Randy Marshall,Again though night. Body everything event speech old.
GT7826,2025-04-10,Mastitis,Antibiotics,1 ml,27,Timothy Rodriguez,Green through certain real month response. Hundred conference court before.
GT7828,2025-02-04,Scabies,Ivermectin,4 ml,181,Michaela Tran,Personal national success short. Newspaper finish magazine pick relate better.
GT7830,2025-01-14,Parasites,Sulfur,3 ml,139,Melissa Kelly PhD,Its military service. Someone get edge call.
GT7831,2025-02-10,Scabies,Iodine,3 ml,207,Amy Wolfe,Four city pick community everybody north. Believe meet people wonder wish.
GT7834,2025-04-12,Pink Eye,Ivermectin,1 ml,213,Justin Joseph,Anyone what experience price. Service quickly must never ask bed green.
GT7835,2025-02-09,Pink Eye,Ivermectin,4 ml,92,Jeffery Brock,Until contain guy south water daughter region. Drop state total until consumer need relate.
GT7837,2025-04-06,Pneumonia,Ivermectin,1 ml,144,Tyler Gould,Goal employee role condition. Industry generation other rich.
GT7838,2025-02-27,Parasites,Sulfur,2 ml,209,Jeffrey Robinson,Draw especially evidence price bank each.
GT7839,2025-01-03,Scabies,Ivermectin,5 ml,232,Daniel Berg,Member five college rich away really decade. Thousand left its bar away.
GT7840,2025-03-19,Pink Eye,Vitamins,4 ml,128,Bobby Lindsey,Dark choose here like fall. Side people south security main manage.
GT7841,2025-01-28,Diarrhea,Antibiotics,5 ml,156,Ashley Harding,Unit if economy turn leader. View fill open doctor. Hear happen among wind up put.
GT7844,2025-04-11,Parasites,Iodine,5 ml,143,Catherine Carr,Resource war decide contain. Water consider order book mention responsibility.
GT7845,2025-05-03,Pink Eye,Iodine,2 ml,113,Larry Wang,"Everybody tonight lose though.
Their during concern."
GT7846,2025-05-01,Pink Eye,Vitamins,2 ml,95,Ashley Perez,Media treat performance land. Trade cut collection maybe threat attack.
GT7848,2025-05-25,Mastitis,Ivermectin,4 ml,135,Briana Archer,Wish those than travel. Song science peace quickly appear.
GT7849,2025-03-10,Pneumonia,Ivermectin,2 ml,135,Shane Hamilton,Service shoulder total stay baby training note. Live build day one.
GT7850,2025-05-16,Parasites,Antibiotics,5 ml,45,Aaron Holt,Month full enough worry we.
GT7852,2025-04-27,Pink Eye,Antibiotics,1 ml,114,Jessica Thomas,At point or history article economy science determine.
